[2026-03-30T21:25:16.086075] ACTION: IOT_UPLOAD | CAT: b暹罗_小黑 | ML: 159.2 | RESULT: 达标
[2026-04-08T23:55:16.011245] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 62.7 | RESULT: 未达标
[2026-04-08T23:55:16.016528] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 169.4 | RESULT: 达标
[2026-04-08T23:55:16.022836] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 100.2 | RESULT: 未达标
[2026-04-08T23:55:16.031967] ACTION: IOT_UPLOAD | CAT: test_cat_27 | ML: 161.9 | RESULT: 达标
[2026-04-08T23:55:16.038211] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 116.5 | RESULT: 未达标
[2026-04-08T23:55:16.040643] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 118.7 | RESULT: 未达标
[2026-04-08T23:55:16.046292] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 121.5 | RESULT: 达标
[2026-04-08T23:55:16.061270] ACTION: IOT_UPLOAD | CAT: test_cat_92 | ML: 137.0 | RESULT: 达标
[2026-04-08T23:55:16.066888] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 199.1 | RESULT: 超标
[2026-04-08T23:55:16.068914] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 132.1 | RESULT: 达标
[2026-04-08T23:55:16.075018] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 256.5 | RESULT: 超标
[2026-04-08T23:55:16.088352] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 223.8 | RESULT: 超标
[2026-04-08T23:55:16.091475] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 46.3 | RESULT: 未达标
[2026-04-08T23:55:16.096130] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 38.3 | RESULT: 未达标
[2026-04-08T23:55:16.097659] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 149.2 | RESULT: 达标
[2026-04-08T23:55:16.116129] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 292.1 | RESULT: 超标
[2026-04-08T23:55:16.122412] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 180.5 | RESULT: 超标
[2026-04-08T23:55:16.124606] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 172.9 | RESULT: 达标
[2026-04-08T23:55:16.136889] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 114.6 | RESULT: 未达标
[2026-04-08T23:55:16.138623] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 256.5 | RESULT: 超标
[2026-04-08T23:55:16.147313] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 122.6 | RESULT: 达标
[2026-04-08T23:55:16.153701] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 121.8 | RESULT: 达标
[2026-04-08T23:55:16.169709] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 217.1 | RESULT: 超标
[2026-04-08T23:55:16.172330] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 19.4 | RESULT: 未达标
[2026-04-08T23:55:16.178504] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 33.9 | RESULT: 未达标
[2026-04-08T23:55:16.194456] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 64.2 | RESULT: 未达标
[2026-04-08T23:55:16.195714] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 61.2 | RESULT: 未达标
[2026-04-08T23:55:16.196968] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 241.6 | RESULT: 超标
[2026-04-08T23:55:16.209149] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 200.1 | RESULT: 超标
[2026-04-08T23:55:16.219369] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 261.7 | RESULT: 超标
[2026-04-08T23:55:16.221157] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 209.9 | RESULT: 超标
[2026-04-08T23:55:16.222061] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 214.0 | RESULT: 超标
[2026-04-08T23:55:16.233513] ACTION: IOT_UPLOAD | CAT: test_cat_53 | ML: 91.0 | RESULT: 未达标
[2026-04-08T23:55:16.242357] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 294.9 | RESULT: 超标
[2026-04-08T23:55:16.251035] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 106.7 | RESULT: 未达标
[2026-04-08T23:55:16.252216] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 250.6 | RESULT: 超标
[2026-04-08T23:55:16.256969] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 15.7 | RESULT: 未达标
[2026-04-08T23:55:16.266473] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 155.6 | RESULT: 达标
[2026-04-08T23:55:16.274901] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 199.5 | RESULT: 超标
[2026-04-08T23:55:16.276406] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 212.4 | RESULT: 超标
[2026-04-08T23:55:16.282210] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 63.3 | RESULT: 未达标
[2026-04-08T23:55:16.287722] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 262.5 | RESULT: 超标
[2026-04-08T23:55:16.301366] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 291.0 | RESULT: 超标
[2026-04-08T23:55:16.304790] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 11.2 | RESULT: 未达标
[2026-04-08T23:55:16.317619] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 225.9 | RESULT: 超标
[2026-04-08T23:55:16.321722] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 166.9 | RESULT: 达标
[2026-04-08T23:55:16.322992] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 33.1 | RESULT: 未达标
[2026-04-08T23:55:16.329518] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 182.5 | RESULT: 超标
[2026-04-08T23:55:16.337290] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 31.9 | RESULT: 未达标
[2026-04-08T23:55:16.349102] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 212.7 | RESULT: 超标
[2026-04-08T23:55:16.355707] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 116.4 | RESULT: 未达标
[2026-04-08T23:55:16.362340] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 48.6 | RESULT: 未达标
[2026-04-08T23:55:16.372574] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 237.3 | RESULT: 超标
[2026-04-08T23:55:16.374902] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 251.2 | RESULT: 超标
[2026-04-08T23:55:16.376832] ACTION: IOT_UPLOAD | CAT: test_cat_50 | ML: 190.7 | RESULT: 超标
[2026-04-08T23:55:16.389868] ACTION: IOT_UPLOAD | CAT: test_cat_49 | ML: 195.2 | RESULT: 超标
[2026-04-08T23:55:16.392373] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 131.9 | RESULT: 达标
[2026-04-08T23:55:16.402945] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 274.1 | RESULT: 超标
[2026-04-08T23:55:16.407449] ACTION: IOT_UPLOAD | CAT: test_cat_85 | ML: 124.9 | RESULT: 达标
[2026-04-08T23:55:16.417535] ACTION: IOT_UPLOAD | CAT: test_cat_34 | ML: 13.6 | RESULT: 未达标
[2026-04-08T23:55:16.425341] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 131.5 | RESULT: 达标
[2026-04-08T23:55:16.427459] ACTION: IOT_UPLOAD | CAT: test_cat_75 | ML: 115.3 | RESULT: 未达标
[2026-04-08T23:55:16.436457] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 201.8 | RESULT: 超标
[2026-04-08T23:55:16.441048] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 78.7 | RESULT: 未达标
[2026-04-08T23:55:16.453038] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 216.2 | RESULT: 超标
[2026-04-08T23:55:16.458819] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 126.0 | RESULT: 达标
[2026-04-08T23:55:16.460218] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 86.0 | RESULT: 未达标
[2026-04-08T23:55:16.470176] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 290.1 | RESULT: 超标
[2026-04-08T23:55:16.480908] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 178.5 | RESULT: 达标
[2026-04-08T23:55:16.485003] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 121.4 | RESULT: 达标
[2026-04-08T23:55:16.488216] ACTION: IOT_UPLOAD | CAT: test_cat_9 | ML: 136.2 | RESULT: 达标
[2026-04-08T23:55:16.497312] ACTION: IOT_UPLOAD | CAT: test_cat_22 | ML: 30.5 | RESULT: 未达标
[2026-04-08T23:55:16.503268] ACTION: IOT_UPLOAD | CAT: test_cat_44 | ML: 61.1 | RESULT: 未达标
[2026-04-08T23:55:16.504642] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 260.4 | RESULT: 超标
[2026-04-08T23:55:16.512024] ACTION: IOT_UPLOAD | CAT: test_cat_62 | ML: 103.9 | RESULT: 未达标
[2026-04-08T23:55:16.527720] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 174.3 | RESULT: 达标
[2026-04-08T23:55:16.530709] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 187.8 | RESULT: 超标
[2026-04-08T23:55:16.543474] ACTION: IOT_UPLOAD | CAT: test_cat_10 | ML: 205.8 | RESULT: 超标
[2026-04-08T23:55:16.546673] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 88.2 | RESULT: 未达标
[2026-04-08T23:55:16.554087] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 167.2 | RESULT: 达标
[2026-04-08T23:55:16.566864] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 291.5 | RESULT: 超标
[2026-04-08T23:55:16.574027] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 150.8 | RESULT: 达标
[2026-04-08T23:55:16.584751] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 165.4 | RESULT: 达标
[2026-04-08T23:55:16.587077] ACTION: IOT_UPLOAD | CAT: test_cat_43 | ML: 153.9 | RESULT: 达标
[2026-04-08T23:55:16.596997] ACTION: IOT_UPLOAD | CAT: test_cat_88 | ML: 194.6 | RESULT: 超标
[2026-04-08T23:55:16.598068] ACTION: IOT_UPLOAD | CAT: test_cat_20 | ML: 254.5 | RESULT: 超标
[2026-04-08T23:55:16.601530] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 165.0 | RESULT: 达标
[2026-04-08T23:55:16.611912] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 124.0 | RESULT: 达标
[2026-04-08T23:55:16.618395] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 83.6 | RESULT: 未达标
[2026-04-08T23:55:16.631557] ACTION: IOT_UPLOAD | CAT: test_cat_98 | ML: 220.5 | RESULT: 超标
[2026-04-08T23:55:16.639458] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 40.7 | RESULT: 未达标
[2026-04-08T23:55:16.645744] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 141.7 | RESULT: 达标
[2026-04-08T23:55:16.653731] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 146.1 | RESULT: 达标
[2026-04-08T23:55:16.660314] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 159.5 | RESULT: 达标
[2026-04-08T23:55:16.663969] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 292.7 | RESULT: 超标
[2026-04-08T23:55:16.671497] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 263.6 | RESULT: 超标
[2026-04-08T23:55:16.675627] ACTION: IOT_UPLOAD | CAT: test_cat_14 | ML: 251.5 | RESULT: 超标
[2026-04-08T23:55:16.683217] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 16.0 | RESULT: 未达标
[2026-04-08T23:55:16.689812] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 149.9 | RESULT: 达标
[2026-04-08T23:55:16.694790] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 42.8 | RESULT: 未达标
[2026-04-08T23:55:16.704285] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 98.0 | RESULT: 未达标
[2026-04-08T23:55:16.710099] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 234.4 | RESULT: 超标
[2026-04-08T23:55:16.715620] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 121.1 | RESULT: 达标
[2026-04-08T23:55:16.725840] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 278.9 | RESULT: 超标
[2026-04-08T23:55:16.727198] ACTION: IOT_UPLOAD | CAT: test_cat_12 | ML: 153.7 | RESULT: 达标
[2026-04-08T23:55:16.734479] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 162.6 | RESULT: 达标
[2026-04-08T23:55:16.740684] ACTION: IOT_UPLOAD | CAT: test_cat_93 | ML: 266.2 | RESULT: 超标
[2026-04-08T23:55:16.752138] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 190.6 | RESULT: 超标
[2026-04-08T23:55:16.757530] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 113.9 | RESULT: 未达标
[2026-04-08T23:55:16.759064] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 157.2 | RESULT: 达标
[2026-04-08T23:55:16.760028] ACTION: IOT_UPLOAD | CAT: test_cat_73 | ML: 240.0 | RESULT: 超标
[2026-04-08T23:55:16.774597] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 120.6 | RESULT: 达标
[2026-04-08T23:55:16.775873] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 154.5 | RESULT: 达标
[2026-04-08T23:55:16.781879] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 160.7 | RESULT: 达标
[2026-04-08T23:55:16.792232] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 59.6 | RESULT: 未达标
[2026-04-08T23:55:16.796399] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 133.8 | RESULT: 达标
[2026-04-08T23:55:16.800392] ACTION: IOT_UPLOAD | CAT: test_cat_7 | ML: 147.6 | RESULT: 达标
[2026-04-08T23:55:16.809698] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 124.7 | RESULT: 达标
[2026-04-08T23:55:16.815816] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 194.9 | RESULT: 超标
[2026-04-08T23:55:16.818997] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 116.4 | RESULT: 未达标
[2026-04-08T23:55:16.829980] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 86.2 | RESULT: 未达标
[2026-04-08T23:55:16.838977] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 280.8 | RESULT: 超标
[2026-04-08T23:55:16.840546] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 267.0 | RESULT: 超标
[2026-04-08T23:55:16.845916] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 139.6 | RESULT: 达标
[2026-04-08T23:55:16.851146] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 34.4 | RESULT: 未达标
[2026-04-08T23:55:16.861674] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 113.4 | RESULT: 未达标
[2026-04-08T23:55:16.865378] ACTION: IOT_UPLOAD | CAT: test_cat_4 | ML: 55.6 | RESULT: 未达标
[2026-04-08T23:55:16.868005] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 130.1 | RESULT: 达标
[2026-04-08T23:55:16.877905] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 29.6 | RESULT: 未达标
[2026-04-08T23:55:16.888435] ACTION: IOT_UPLOAD | CAT: test_cat_58 | ML: 101.1 | RESULT: 未达标
[2026-04-08T23:55:16.889827] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 233.8 | RESULT: 超标
[2026-04-08T23:55:16.893260] ACTION: IOT_UPLOAD | CAT: test_cat_29 | ML: 62.5 | RESULT: 未达标
[2026-04-08T23:55:16.903533] ACTION: IOT_UPLOAD | CAT: test_cat_67 | ML: 234.6 | RESULT: 超标
[2026-04-08T23:55:16.913266] ACTION: IOT_UPLOAD | CAT: test_cat_37 | ML: 174.3 | RESULT: 达标
[2026-04-08T23:55:16.914786] ACTION: IOT_UPLOAD | CAT: test_cat_32 | ML: 150.4 | RESULT: 达标
[2026-04-08T23:55:16.918912] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 173.2 | RESULT: 达标
[2026-04-08T23:55:16.932329] ACTION: IOT_UPLOAD | CAT: test_cat_95 | ML: 17.3 | RESULT: 未达标
[2026-04-08T23:55:16.937578] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 222.5 | RESULT: 超标
[2026-04-08T23:55:16.938600] ACTION: IOT_UPLOAD | CAT: test_cat_52 | ML: 124.8 | RESULT: 达标
[2026-04-08T23:55:16.942007] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 76.1 | RESULT: 未达标
[2026-04-08T23:55:16.956058] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 234.8 | RESULT: 超标
[2026-04-08T23:55:16.958692] ACTION: IOT_UPLOAD | CAT: test_cat_38 | ML: 203.0 | RESULT: 超标
[2026-04-08T23:55:16.967487] ACTION: IOT_UPLOAD | CAT: test_cat_6 | ML: 264.8 | RESULT: 超标
[2026-04-08T23:55:16.968680] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 98.3 | RESULT: 未达标
[2026-04-08T23:55:16.981992] ACTION: IOT_UPLOAD | CAT: test_cat_56 | ML: 21.8 | RESULT: 未达标
[2026-04-08T23:55:16.986859] ACTION: IOT_UPLOAD | CAT: test_cat_89 | ML: 72.8 | RESULT: 未达标
[2026-04-08T23:55:16.992824] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 140.9 | RESULT: 达标
[2026-04-08T23:55:16.998389] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 233.1 | RESULT: 超标
[2026-04-08T23:55:17.011610] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 100.3 | RESULT: 未达标
[2026-04-08T23:55:17.012477] ACTION: IOT_UPLOAD | CAT: test_cat_26 | ML: 292.2 | RESULT: 超标
[2026-04-08T23:55:17.022255] ACTION: IOT_UPLOAD | CAT: test_cat_46 | ML: 209.7 | RESULT: 超标
[2026-04-08T23:55:17.026584] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 48.5 | RESULT: 未达标
[2026-04-08T23:55:17.032306] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 292.8 | RESULT: 超标
[2026-04-08T23:55:17.035854] ACTION: IOT_UPLOAD | CAT: test_cat_87 | ML: 94.8 | RESULT: 未达标
[2026-04-08T23:55:17.047952] ACTION: IOT_UPLOAD | CAT: test_cat_78 | ML: 190.8 | RESULT: 超标
[2026-04-08T23:55:17.049155] ACTION: IOT_UPLOAD | CAT: test_cat_92 | ML: 119.9 | RESULT: 未达标
[2026-04-08T23:55:17.056398] ACTION: IOT_UPLOAD | CAT: test_cat_45 | ML: 229.9 | RESULT: 超标
[2026-04-08T23:55:17.063403] ACTION: IOT_UPLOAD | CAT: test_cat_16 | ML: 103.8 | RESULT: 未达标
[2026-04-08T23:55:17.068994] ACTION: IOT_UPLOAD | CAT: test_cat_76 | ML: 251.9 | RESULT: 超标
[2026-04-08T23:55:17.073920] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 233.7 | RESULT: 超标
[2026-04-08T23:55:17.084847] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 50.0 | RESULT: 未达标
[2026-04-08T23:55:17.089433] ACTION: IOT_UPLOAD | CAT: test_cat_94 | ML: 16.0 | RESULT: 未达标
[2026-04-08T23:55:17.094787] ACTION: IOT_UPLOAD | CAT: test_cat_65 | ML: 155.5 | RESULT: 达标
[2026-04-08T23:55:17.103787] ACTION: IOT_UPLOAD | CAT: test_cat_28 | ML: 139.8 | RESULT: 达标
[2026-04-08T23:55:17.104480] ACTION: IOT_UPLOAD | CAT: test_cat_72 | ML: 170.0 | RESULT: 达标
[2026-04-08T23:55:17.110011] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 89.9 | RESULT: 未达标
[2026-04-08T23:55:17.121625] ACTION: IOT_UPLOAD | CAT: test_cat_79 | ML: 66.9 | RESULT: 未达标
[2026-04-08T23:55:17.129688] ACTION: IOT_UPLOAD | CAT: test_cat_57 | ML: 285.7 | RESULT: 超标
[2026-04-08T23:55:17.133546] ACTION: IOT_UPLOAD | CAT: test_cat_97 | ML: 57.2 | RESULT: 未达标
[2026-04-08T23:55:17.134375] ACTION: IOT_UPLOAD | CAT: test_cat_23 | ML: 35.8 | RESULT: 未达标
[2026-04-08T23:55:17.147787] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 265.0 | RESULT: 超标
[2026-04-08T23:55:17.153028] ACTION: IOT_UPLOAD | CAT: test_cat_11 | ML: 86.2 | RESULT: 未达标
[2026-04-08T23:55:17.154887] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 192.2 | RESULT: 超标
[2026-04-08T23:55:17.161971] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 111.4 | RESULT: 未达标
[2026-04-08T23:55:17.173633] ACTION: IOT_UPLOAD | CAT: test_cat_84 | ML: 179.2 | RESULT: 达标
[2026-04-08T23:55:17.182507] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 29.6 | RESULT: 未达标
[2026-04-08T23:55:17.185992] ACTION: IOT_UPLOAD | CAT: test_cat_18 | ML: 238.0 | RESULT: 超标
[2026-04-08T23:55:17.192660] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 245.5 | RESULT: 超标
[2026-04-08T23:55:17.201016] ACTION: IOT_UPLOAD | CAT: test_cat_96 | ML: 161.2 | RESULT: 达标
[2026-04-08T23:55:17.207803] ACTION: IOT_UPLOAD | CAT: test_cat_24 | ML: 184.5 | RESULT: 超标
[2026-04-08T23:55:17.212258] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 250.2 | RESULT: 超标
[2026-04-08T23:55:17.212951] ACTION: IOT_UPLOAD | CAT: test_cat_25 | ML: 75.3 | RESULT: 未达标
[2026-04-08T23:55:17.230308] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 254.9 | RESULT: 超标
[2026-04-08T23:55:17.230906] ACTION: IOT_UPLOAD | CAT: test_cat_82 | ML: 19.3 | RESULT: 未达标
[2026-04-08T23:55:17.232314] ACTION: IOT_UPLOAD | CAT: test_cat_55 | ML: 193.0 | RESULT: 超标
[2026-04-08T23:55:17.234072] ACTION: IOT_UPLOAD | CAT: test_cat_100 | ML: 170.8 | RESULT: 达标
[2026-04-08T23:55:17.252550] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 14.2 | RESULT: 未达标
[2026-04-08T23:55:17.253037] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 59.3 | RESULT: 未达标
[2026-04-08T23:55:17.254726] ACTION: IOT_UPLOAD | CAT: test_cat_15 | ML: 146.6 | RESULT: 达标
[2026-04-08T23:55:17.259977] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 53.6 | RESULT: 未达标
[2026-04-08T23:55:17.270467] ACTION: IOT_UPLOAD | CAT: test_cat_74 | ML: 219.5 | RESULT: 超标
[2026-04-08T23:55:17.279373] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 220.9 | RESULT: 超标
[2026-04-08T23:55:17.282483] ACTION: IOT_UPLOAD | CAT: test_cat_86 | ML: 245.0 | RESULT: 超标
[2026-04-08T23:55:17.290106] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 155.1 | RESULT: 达标
[2026-04-08T23:55:17.299094] ACTION: IOT_UPLOAD | CAT: test_cat_47 | ML: 39.5 | RESULT: 未达标
[2026-04-08T23:55:17.300009] ACTION: IOT_UPLOAD | CAT: test_cat_41 | ML: 220.7 | RESULT: 超标
[2026-04-08T23:55:17.311167] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 260.9 | RESULT: 超标
[2026-04-08T23:55:17.315094] ACTION: IOT_UPLOAD | CAT: test_cat_21 | ML: 89.4 | RESULT: 未达标
[2026-04-08T23:55:17.316909] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 114.2 | RESULT: 未达标
[2026-04-08T23:55:17.331909] ACTION: IOT_UPLOAD | CAT: test_cat_77 | ML: 70.9 | RESULT: 未达标
[2026-04-08T23:55:17.336219] ACTION: IOT_UPLOAD | CAT: test_cat_17 | ML: 262.7 | RESULT: 超标
[2026-04-08T23:55:17.336746] ACTION: IOT_UPLOAD | CAT: test_cat_68 | ML: 283.8 | RESULT: 超标
[2026-04-08T23:55:17.344849] ACTION: IOT_UPLOAD | CAT: test_cat_63 | ML: 258.6 | RESULT: 超标
[2026-04-08T23:55:17.355311] ACTION: IOT_UPLOAD | CAT: test_cat_30 | ML: 85.1 | RESULT: 未达标
[2026-04-08T23:55:17.360380] ACTION: IOT_UPLOAD | CAT: test_cat_99 | ML: 177.7 | RESULT: 达标
[2026-04-08T23:55:17.369860] ACTION: IOT_UPLOAD | CAT: test_cat_90 | ML: 206.0 | RESULT: 超标
[2026-04-08T23:55:17.370741] ACTION: IOT_UPLOAD | CAT: test_cat_54 | ML: 278.6 | RESULT: 超标
[2026-04-08T23:55:17.378666] ACTION: IOT_UPLOAD | CAT: test_cat_83 | ML: 206.5 | RESULT: 超标
[2026-04-08T23:55:17.380887] ACTION: IOT_UPLOAD | CAT: test_cat_1 | ML: 44.6 | RESULT: 未达标
[2026-04-08T23:55:17.394632] ACTION: IOT_UPLOAD | CAT: test_cat_8 | ML: 101.6 | RESULT: 未达标
[2026-04-08T23:55:17.399196] ACTION: IOT_UPLOAD | CAT: test_cat_81 | ML: 24.5 | RESULT: 未达标
[2026-04-08T23:55:17.400631] ACTION: IOT_UPLOAD | CAT: test_cat_39 | ML: 186.8 | RESULT: 超标
[2026-04-08T23:55:17.405470] ACTION: IOT_UPLOAD | CAT: test_cat_36 | ML: 158.0 | RESULT: 达标
[2026-04-08T23:55:17.418268] ACTION: IOT_UPLOAD | CAT: test_cat_35 | ML: 69.9 | RESULT: 未达标
[2026-04-08T23:55:17.427874] ACTION: IOT_UPLOAD | CAT: test_cat_31 | ML: 241.2 | RESULT: 超标
[2026-04-08T23:55:17.428373] ACTION: IOT_UPLOAD | CAT: test_cat_71 | ML: 220.6 | RESULT: 超标
[2026-04-08T23:55:17.437671] ACTION: IOT_UPLOAD | CAT: test_cat_91 | ML: 194.3 | RESULT: 超标
[2026-04-08T23:55:17.447501] ACTION: IOT_UPLOAD | CAT: test_cat_19 | ML: 18.4 | RESULT: 未达标
[2026-04-08T23:55:17.449012] ACTION: IOT_UPLOAD | CAT: test_cat_61 | ML: 155.4 | RESULT: 达标
